i,gene_name,model,model_name
853,VAT1,2,const_non_scaling
861,SLC9A3R1,2,const_non_scaling
870,NDUFC1,2,const_non_scaling
873,GRPEL1,2,const_non_scaling
879,RAPGEF2,2,const_non_scaling
882,UGDH,2,const_non_scaling
887,EHD1,2,const_non_scaling
890,CCND1,2,const_non_scaling
897,MDK,2,const_non_scaling
913,KRT18,2,const_non_scaling
923,NAA25,2,const_non_scaling
924,LTBR,2,const_non_scaling
932,RAB5B,2,const_non_scaling
940,NOP2,2,const_non_scaling
950,GOLT1B,2,const_non_scaling
951,LDHB,2,const_non_scaling
959,HDDC2,2,const_non_scaling
967,FBXO9,2,const_non_scaling
973,RPS12,2,const_non_scaling
986,VEGFA,2,const_non_scaling
990,FBRSL1,2,const_non_scaling
1001,LOX,2,const_non_scaling
1002,SPARC,2,const_non_scaling
1015,RARS1,2,const_non_scaling
1023,STC2,2,const_non_scaling
1024,DBN1,2,const_non_scaling
1028,RNF7,2,const_non_scaling
1029,WNT5A,2,const_non_scaling
1038,NCBP2,2,const_non_scaling
1039,ATP6V1A,2,const_non_scaling
1053,STEAP3,2,const_non_scaling
1056,TANC1,2,const_non_scaling
1065,RTN4,2,const_non_scaling
1070,EFEMP1,2,const_non_scaling
1073,GLS,2,const_non_scaling
1081,HDLBP,2,const_non_scaling
1083,HPCAL1,2,const_non_scaling
1084,ODC1,2,const_non_scaling
1124,WLS,2,const_non_scaling
1125,RO60,2,const_non_scaling
1131,RPF1,2,const_non_scaling
1135,ECE1,2,const_non_scaling
1137,ID3,2,const_non_scaling
1145,ERI3,2,const_non_scaling
1146,PRDX1,2,const_non_scaling
1173,SGK1,2,const_non_scaling
1181,RAB3GAP2,2,const_non_scaling
1187,CCDC92,2,const_non_scaling
1195,NEK6,2,const_non_scaling
1204,FAM98A,2,const_non_scaling
1217,TGFBI,2,const_non_scaling
1221,TNFRSF10B,2,const_non_scaling
1225,SPOP,2,const_non_scaling
1244,PRXL2A,2,const_non_scaling
1276,OPTN,2,const_non_scaling
1291,MXD4,2,const_non_scaling
1294,CHPF,2,const_non_scaling
1295,SDC4,2,const_non_scaling
1300,ZNFX1,2,const_non_scaling
1304,PMEPA1,2,const_non_scaling
1308,USP9X,2,const_non_scaling
1312,SERPINB6,2,const_non_scaling
1322,RUNX2,2,const_non_scaling
1330,NDUFA1,2,const_non_scaling
1335,MBOAT7,2,const_non_scaling
1348,RRBP1,2,const_non_scaling
1350,SNRPB2,2,const_non_scaling
1353,MAX,2,const_non_scaling
1362,UROD,2,const_non_scaling
1368,PRDX5,2,const_non_scaling
1369,PRMT1,2,const_non_scaling
1383,MAP2K2,2,const_non_scaling
1385,COX7C,2,const_non_scaling
1396,AAMP,2,const_non_scaling
1398,AKAP9,2,const_non_scaling
1405,CDC42EP1,2,const_non_scaling
1406,LIF,2,const_non_scaling
1409,ATP6V1F,2,const_non_scaling
1412,FLNC,2,const_non_scaling
1417,ARHGAP22,2,const_non_scaling
1421,LOXL1,2,const_non_scaling
1426,DCTD,2,const_non_scaling
1427,TXNDC17,2,const_non_scaling
1436,REEP5,2,const_non_scaling
1442,CDC16,2,const_non_scaling
1445,RPL36,2,const_non_scaling
1449,MLLT1,2,const_non_scaling
1451,ZSWIM6,2,const_non_scaling
1465,EIF3G,2,const_non_scaling
1475,COX7B,2,const_non_scaling
1480,PDLIM4,2,const_non_scaling
1481,MGAT1,2,const_non_scaling
1488,NDUFA2,2,const_non_scaling
1499,LRRC41,2,const_non_scaling
1501,ARFIP2,2,const_non_scaling
1508,SEC61G,2,const_non_scaling
1509,GRSF1,2,const_non_scaling
1513,ZRANB2,2,const_non_scaling
1531,TCEAL4,2,const_non_scaling
1532,BEX1,2,const_non_scaling
1535,BTBD2,2,const_non_scaling
1544,LARS1,2,const_non_scaling
1548,MICAL2,2,const_non_scaling
1549,RRAS2,2,const_non_scaling
1550,ZFC3H1,2,const_non_scaling
1554,LOXL2,2,const_non_scaling
1562,LAMTOR5,2,const_non_scaling
1564,NGF,2,const_non_scaling
1571,LPIN1,2,const_non_scaling
1573,IL6ST,2,const_non_scaling
1576,TIMM17A,2,const_non_scaling
1583,SPOCD1,2,const_non_scaling
1620,OS9,2,const_non_scaling
1632,DOCK10,2,const_non_scaling
1633,SERPINE2,2,const_non_scaling
1639,CKAP4,2,const_non_scaling
1641,PWP1,2,const_non_scaling
1647,SCRN1,2,const_non_scaling
1649,IGF2BP3,2,const_non_scaling
1651,BZW2,2,const_non_scaling
1663,SKIL,2,const_non_scaling
1667,YME1L1,2,const_non_scaling
1677,ATP6V1G1,2,const_non_scaling
1693,IER3,2,const_non_scaling
1698,MRPL15,2,const_non_scaling
1701,DCUN1D5,2,const_non_scaling
1719,SIX3,2,const_non_scaling
1732,ATIC,2,const_non_scaling
1745,SEC31A,2,const_non_scaling
1786,VPS37B,2,const_non_scaling
1790,MBNL2,2,const_non_scaling
1792,MDGA2,2,const_non_scaling
1796,WARS1,2,const_non_scaling
1802,ANP32A,2,const_non_scaling
1807,TPM1,2,const_non_scaling
1811,FURIN,2,const_non_scaling
1820,MAP1LC3B,2,const_non_scaling
1821,MBTPS1,2,const_non_scaling
1825,NDUFB10,2,const_non_scaling
1835,RPRD1A,2,const_non_scaling
1839,SLC16A3,2,const_non_scaling
1862,RPL13A,2,const_non_scaling
1892,PI4KB,2,const_non_scaling
1902,UBAP2L,2,const_non_scaling
1903,SLC39A1,2,const_non_scaling
1905,C1orf43,2,const_non_scaling
1910,CEP170,2,const_non_scaling
1916,GUK1,2,const_non_scaling
1921,EPHX1,2,const_non_scaling
1937,RAB5A,2,const_non_scaling
1955,OCIAD2,2,const_non_scaling
1961,SETD7,2,const_non_scaling
1994,PURB,2,const_non_scaling
2000,SH3KBP1,2,const_non_scaling
2031,SURF4,2,const_non_scaling
2035,FAM171A1,2,const_non_scaling
2052,PDCD11,2,const_non_scaling
2057,EIF3M,2,const_non_scaling
2058,TNKS1BP1,2,const_non_scaling
2062,SERPINH1,2,const_non_scaling
2073,COMMD7,2,const_non_scaling
2079,TMEM219,2,const_non_scaling
2083,ARID5B,2,const_non_scaling
2088,PRSS23,2,const_non_scaling
2097,TMEM263,2,const_non_scaling
2124,BAG3,2,const_non_scaling
2130,ATP5F1A,2,const_non_scaling
2134,SPOCK1,2,const_non_scaling
2142,GJA1,2,const_non_scaling
2161,UBP1,2,const_non_scaling
2162,ZDHHC7,2,const_non_scaling
2177,ENAH,2,const_non_scaling
2193,MARVELD1,2,const_non_scaling
2200,SLC26A2,2,const_non_scaling
2201,RRAGA,2,const_non_scaling
2207,MMP16,2,const_non_scaling
2215,PTDSS1,2,const_non_scaling
2218,EEF1A1,2,const_non_scaling
2227,MALSU1,2,const_non_scaling
2228,EIF4A2,2,const_non_scaling
2237,CREB3L1,2,const_non_scaling
2242,WIPI2,2,const_non_scaling
2249,EIF5B,2,const_non_scaling
2261,CSRP1,2,const_non_scaling
2262,ATP5MC1,2,const_non_scaling
2264,SNF8,2,const_non_scaling
2266,CBR1,2,const_non_scaling
2278,SSU72,2,const_non_scaling
2281,PDXK,2,const_non_scaling
2284,AGPAT3,2,const_non_scaling
2287,SHKBP1,2,const_non_scaling
2293,ADAR,2,const_non_scaling
2294,UBE2Q1,2,const_non_scaling
2300,SQSTM1,2,const_non_scaling
2301,MGAT4B,2,const_non_scaling
2308,FMNL3,2,const_non_scaling
2310,LARP4,2,const_non_scaling
2314,RPL29,2,const_non_scaling
2317,KLHL21,2,const_non_scaling
2321,KIAA1522,2,const_non_scaling
2322,CAMK2N1,2,const_non_scaling
2323,MXRA8,2,const_non_scaling
2335,NaN,2,const_non_scaling
2338,WDR26,2,const_non_scaling
2353,IGFBP7,2,const_non_scaling
2358,TGFBR2,2,const_non_scaling
2362,IFI16,2,const_non_scaling
2364,NaN,2,const_non_scaling
2365,RYBP,2,const_non_scaling
2366,PPP4R2,2,const_non_scaling
2370,TIPARP,2,const_non_scaling
2374,SMIM14,2,const_non_scaling
2378,WDR43,2,const_non_scaling
2388,AIMP1,2,const_non_scaling
2390,PGRMC2,2,const_non_scaling
2397,ITGA2,2,const_non_scaling
2402,CFAP97,2,const_non_scaling
2422,UBAP1,2,const_non_scaling
2431,INPPL1,2,const_non_scaling
2446,DDX21,2,const_non_scaling
2447,BMS1,2,const_non_scaling
2449,SLC39A13,2,const_non_scaling
2453,HTRA1,2,const_non_scaling
2459,NOLC1,2,const_non_scaling
2460,COPS2,2,const_non_scaling
2465,ANAPC16,2,const_non_scaling
2466,TRIM44,2,const_non_scaling
2468,TAF10,2,const_non_scaling
2480,AP1G1,2,const_non_scaling
2484,TERF2IP,2,const_non_scaling
2487,STAT6,2,const_non_scaling
2493,MAP1A,2,const_non_scaling
2495,MBD6,2,const_non_scaling
2507,MIDN,2,const_non_scaling
2511,TUBA1A,2,const_non_scaling
2513,NCKAP5L,2,const_non_scaling
2521,OTUB1,2,const_non_scaling
2522,IGFBP6,2,const_non_scaling
2529,FTH1,2,const_non_scaling
2535,LTBP3,2,const_non_scaling
2542,RNF187,2,const_non_scaling
2549,ARF4,2,const_non_scaling
2567,MFF,2,const_non_scaling
2569,UQCRFS1,2,const_non_scaling
2572,IRS1,2,const_non_scaling
2592,FASN,2,const_non_scaling
2607,NLGN2,2,const_non_scaling
2608,CHD3,2,const_non_scaling
2613,UBE2E1,2,const_non_scaling
2629,HSPA4,2,const_non_scaling
2637,NDUFA3,2,const_non_scaling
2641,TRIM8,2,const_non_scaling
2645,ZDHHC16,2,const_non_scaling
2654,CXXC5,2,const_non_scaling
2656,BPTF,2,const_non_scaling
2669,QARS1,2,const_non_scaling
2671,CEBPB,2,const_non_scaling
2680,COPS9,2,const_non_scaling
2687,CORO1B,2,const_non_scaling
2691,RARG,2,const_non_scaling
2700,MRPL57,2,const_non_scaling
2705,GOLGB1,2,const_non_scaling
2713,TNFRSF10D,2,const_non_scaling
2715,NUDT4,2,const_non_scaling
2731,PITPNA,2,const_non_scaling
2733,ZBTB4,2,const_non_scaling
2739,TMEM167A,2,const_non_scaling
2743,SRP72,2,const_non_scaling
2745,RAB1B,2,const_non_scaling
2746,DHX36,2,const_non_scaling
2748,NaN,2,const_non_scaling
2751,MARCKSL1,2,const_non_scaling
2754,CTDSP2,2,const_non_scaling
2769,C11orf68,2,const_non_scaling
2773,MLXIP,2,const_non_scaling
2774,NR2F1,2,const_non_scaling
2788,BDNF,2,const_non_scaling
2797,SEC24C,2,const_non_scaling
2802,ULK1,2,const_non_scaling
2805,NaN,2,const_non_scaling
2810,ATOX1,2,const_non_scaling
2814,PNPLA2,2,const_non_scaling
2822,GRB2,2,const_non_scaling
2824,RPS27,2,const_non_scaling
2826,IMP3,2,const_non_scaling
2828,IMPDH2,2,const_non_scaling
2834,PLEC,2,const_non_scaling
2835,WDR6,2,const_non_scaling
2837,GRINA,2,const_non_scaling
2840,TAF7,2,const_non_scaling
2850,FARSA,2,const_non_scaling
2853,MAGED1,2,const_non_scaling
2862,C14orf119,2,const_non_scaling
2866,PAK2,2,const_non_scaling
2867,MCFD2,2,const_non_scaling
2870,SSR4,2,const_non_scaling
2873,MRPL14,2,const_non_scaling
2874,NQO1,2,const_non_scaling
2879,MRPS23,2,const_non_scaling
2880,PHLDA2,2,const_non_scaling
2884,RNF41,2,const_non_scaling
2885,C5orf24,2,const_non_scaling
2893,IST1,2,const_non_scaling
2906,MXRA7,2,const_non_scaling
2912,TTC3,2,const_non_scaling
2921,MTA1,2,const_non_scaling
2922,CADM1,2,const_non_scaling
2923,NAA38,2,const_non_scaling
2939,NDUFB1,2,const_non_scaling
2945,ZNF703,2,const_non_scaling
2952,UQCR10,2,const_non_scaling
2957,OAF,2,const_non_scaling
2958,ALDH1A3,2,const_non_scaling
2989,NR2F2,2,const_non_scaling
2991,AHNAK2,2,const_non_scaling
3007,BCL9L,2,const_non_scaling
3008,POLR1D,2,const_non_scaling
3013,RPS23,2,const_non_scaling
3017,UBE2H,2,const_non_scaling
3018,HEXIM1,2,const_non_scaling
3038,ARL4C,2,const_non_scaling
3044,NBR1,2,const_non_scaling
3059,S100A13,2,const_non_scaling
3060,NaN,2,const_non_scaling
3061,TSPYL1,2,const_non_scaling
3070,SUPT5H,2,const_non_scaling
3072,IARS1,2,const_non_scaling
3114,SVIL,2,const_non_scaling
3116,LRP10,2,const_non_scaling
3127,FAM114A1,2,const_non_scaling
3129,PSAP,2,const_non_scaling
3138,S100A6,2,const_non_scaling
3139,RPL12,2,const_non_scaling
3140,MPZL1,2,const_non_scaling
3142,C1orf122,2,const_non_scaling
3148,ZNF770,2,const_non_scaling
3160,ASPH,2,const_non_scaling
3169,BAZ1A,2,const_non_scaling
3182,RPL10A,2,const_non_scaling
3205,APRT,2,const_non_scaling
3209,TGM2,2,const_non_scaling
3213,PLPP4,2,const_non_scaling
3222,EHMT2,2,const_non_scaling
3225,VARS1,2,const_non_scaling
3226,MBD5,2,const_non_scaling
3235,HLA-E,2,const_non_scaling
3238,TRIM27,2,const_non_scaling
3261,MLLT11,2,const_non_scaling
3263,SRA1,2,const_non_scaling
3277,ALG3,2,const_non_scaling
3279,FIS1,2,const_non_scaling
3284,DDX3X,2,const_non_scaling
3289,PLXNA4,2,const_non_scaling
3291,CCNL2,2,const_non_scaling
3298,NaN,2,const_non_scaling
3308,NaN,2,const_non_scaling
3309,NaN,2,const_non_scaling
3318,NaN,2,const_non_scaling
3328,NaN,2,const_non_scaling
3329,NaN,2,const_non_scaling
3330,GPX1,2,const_non_scaling
3333,NaN,2,const_non_scaling
3336,NaN,2,const_non_scaling
3340,NaN,2,const_non_scaling
3351,NaN,2,const_non_scaling
3357,NaN,2,const_non_scaling
3358,TMEM158,2,const_non_scaling
3365,ATXN7L3B,2,const_non_scaling
3377,GATC,2,const_non_scaling
3379,NaN,2,const_non_scaling
3384,RBM15B,2,const_non_scaling
3385,NaN,2,const_non_scaling
3393,NCOA4,2,const_non_scaling
3397,NaN,2,const_non_scaling
3401,NaN,2,const_non_scaling
3403,GTF2H5,2,const_non_scaling
3406,PPP4R3B,2,const_non_scaling
3412,PIP4K2B,2,const_non_scaling
1,FUCA2,0,const_undet
6,TFPI,0,const_undet
10,FKBP4,0,const_undet
16,UPF1,0,const_undet
19,POLR2J,0,const_undet
26,LAMP2,0,const_undet
33,CCDC124,0,const_undet
36,DNAJC11,0,const_undet
39,SYPL1,0,const_undet
42,NFIX,0,const_undet
56,BTBD7,0,const_undet
57,UTP18,0,const_undet
62,RABGAP1,0,const_undet
68,SLC25A39,0,const_undet
78,ATP2C1,0,const_undet
84,RNF10,0,const_undet
90,STRAP,0,const_undet
92,EHD2,0,const_undet
108,SARS1,0,const_undet
109,RANBP3,0,const_undet
110,ABCF2,0,const_undet
118,TIMP2,0,const_undet
122,ZZZ3,0,const_undet
123,RPL26L1,0,const_undet
124,NSUN2,0,const_undet
132,PSMA4,0,const_undet
150,RCN1,0,const_undet
152,CLPTM1L,0,const_undet
156,LIMA1,0,const_undet
166,TRAPPC3,0,const_undet
168,ARID4B,0,const_undet
170,KIF1B,0,const_undet
187,SEC61A1,0,const_undet
189,ATP2B4,0,const_undet
219,AP3D1,0,const_undet
222,OAT,0,const_undet
223,TRAM2,0,const_undet
226,KARS1,0,const_undet
227,NDUFB4,0,const_undet
231,SLK,0,const_undet
232,ASB1,0,const_undet
237,SMARCD1,0,const_undet
244,TNFRSF1A,0,const_undet
248,RRP15,0,const_undet
255,TFE3,0,const_undet
259,IP6K2,0,const_undet
276,CSNK2A2,0,const_undet
289,MBD3,0,const_undet
290,FAM50A,0,const_undet
292,PRKACA,0,const_undet
295,TFRC,0,const_undet
304,SMARCE1,0,const_undet
307,IGF2BP2,0,const_undet
311,CLNS1A,0,const_undet
316,LMAN1,0,const_undet
339,REXO2,0,const_undet
349,TOP2B,0,const_undet
352,DNAJC10,0,const_undet
362,SYNJ2,0,const_undet
369,SDF4,0,const_undet
371,SAR1A,0,const_undet
377,DDX1,0,const_undet
394,NFE2L1,0,const_undet
396,ITGB5,0,const_undet
407,ZMPSTE24,0,const_undet
408,STARD7,0,const_undet
414,EIF3I,0,const_undet
415,TXLNA,0,const_undet
417,HADHA,0,const_undet
420,ATRX,0,const_undet
424,AKR1B1,0,const_undet
428,B4GALT1,0,const_undet
430,EIF2AK1,0,const_undet
433,TMED2,0,const_undet
441,PSMC5,0,const_undet
450,DNM1L,0,const_undet
459,XRN2,0,const_undet
462,RPL6,0,const_undet
463,ESF1,0,const_undet
465,TMEM230,0,const_undet
466,GCN1,0,const_undet
470,ERP29,0,const_undet
475,MLF2,0,const_undet
476,DDX24,0,const_undet
478,PAPOLA,0,const_undet
480,NDUFB2,0,const_undet
482,MAEA,0,const_undet
488,PDPR,0,const_undet
495,DLD,0,const_undet
502,ALKBH5,0,const_undet
507,PSME1,0,const_undet
536,HSP90AB1,0,const_undet
547,CIRBP,0,const_undet
548,ATP5F1D,0,const_undet
550,TIMM13,0,const_undet
564,SNU13,0,const_undet
567,TOMM22,0,const_undet
568,RTCB,0,const_undet
570,FBXO7,0,const_undet
574,AP1B1,0,const_undet
580,ASCC2,0,const_undet
582,TXN2,0,const_undet
587,EP300,0,const_undet
592,PRMT5,0,const_undet
594,GNPNAT1,0,const_undet
599,VTI1B,0,const_undet
611,PSMB5,0,const_undet
615,CHD8,0,const_undet
617,TRPC4AP,0,const_undet
623,ADNP,0,const_undet
624,TPD52L2,0,const_undet
625,NELFCD,0,const_undet
628,C20orf27,0,const_undet
630,CSNK2A1,0,const_undet
635,MANBAL,0,const_undet
638,CHMP4B,0,const_undet
639,CST3,0,const_undet
641,APMAP,0,const_undet
659,CDK16,0,const_undet
661,PIN4,0,const_undet
676,USP10,0,const_undet
680,STUB1,0,const_undet
682,CAPN15,0,const_undet
686,ELOB,0,const_undet
688,BCKDK,0,const_undet
689,CORO2B,0,const_undet
690,CSK,0,const_undet
698,BPNT2,0,const_undet
702,RAB2A,0,const_undet
703,EIF3E,0,const_undet
708,SH2D4A,0,const_undet
710,GSR,0,const_undet
712,TUSC3,0,const_undet
716,NUCB1,0,const_undet
723,TLE5,0,const_undet
724,C19orf53,0,const_undet
726,FAM32A,0,const_undet
727,SYDE1,0,const_undet
729,PDCD5,0,const_undet
731,TIMM50,0,const_undet
738,PLIN3,0,const_undet
741,NOP53,0,const_undet
743,KDELR1,0,const_undet
745,PPP2R1A,0,const_undet
749,COPE,0,const_undet
750,TMEM147,0,const_undet
751,USF2,0,const_undet
753,GSK3A,0,const_undet
755,ETHE1,0,const_undet
758,PON2,0,const_undet
762,CAV2,0,const_undet
765,DNAJB6,0,const_undet
766,SSBP1,0,const_undet
774,BUD31,0,const_undet
779,PLOD3,0,const_undet
782,PHF14,0,const_undet
783,TMEM106B,0,const_undet
792,POLD2,0,const_undet
793,YKT6,0,const_undet
798,PTGR1,0,const_undet
799,NCS1,0,const_undet
800,FUBP3,0,const_undet
801,EDF1,0,const_undet
805,DVL1,0,const_undet
817,NPM3,0,const_undet
818,TNKS2,0,const_undet
821,CUEDC2,0,const_undet
828,XPNPEP1,0,const_undet
836,TSPAN14,0,const_undet
837,NUFIP2,0,const_undet
838,GIT1,0,const_undet
841,PSMD3,0,const_undet
849,C1QBP,0,const_undet
852,MRPL27,0,const_undet
856,SMURF2,0,const_undet
858,PRKAR1A,0,const_undet
864,RAB34,0,const_undet
865,TMEM33,0,const_undet
878,MFSD10,0,const_undet
880,KLHL5,0,const_undet
901,AIP,0,const_undet
903,NDUFS8,0,const_undet
904,PPFIBP1,0,const_undet
908,KCTD10,0,const_undet
909,MLEC,0,const_undet
915,LTA4H,0,const_undet
925,EIF2B1,0,const_undet
942,COPS7A,0,const_undet
956,RWDD1,0,const_undet
958,SERINC1,0,const_undet
974,C6orf62,0,const_undet
976,SNX3,0,const_undet
980,CUTA,0,const_undet
983,COX7A2,0,const_undet
984,TMEM30A,0,const_undet
985,SENP6,0,const_undet
994,DAP,0,const_undet
1000,PFDN1,0,const_undet
1003,IK,0,const_undet
1005,CLINT1,0,const_undet
1006,TTC1,0,const_undet
1007,CCNG1,0,const_undet
1010,TARS1,0,const_undet
1011,SKP1,0,const_undet
1014,KCT2,0,const_undet
1020,CSNK1A1,0,const_undet
1021,ERGIC1,0,const_undet
1022,ATP6V0E1,0,const_undet
1030,PRKAR2A,0,const_undet
1033,TFG,0,const_undet
1034,RPL24,0,const_undet
1040,MRPL3,0,const_undet
1045,SPCS1,0,const_undet
1047,DGUOK,0,const_undet
1057,MPV17,0,const_undet
1058,NRBP1,0,const_undet
1062,NDUFS7,0,const_undet
1066,POLE4,0,const_undet
1069,LANCL1,0,const_undet
1071,FN1,0,const_undet
1085,BIRC6,0,const_undet
1088,CEBPZ,0,const_undet
1090,DARS1,0,const_undet
1093,COX7A2L,0,const_undet
1096,SUMO1,0,const_undet
1103,TMEM59,0,const_undet
1106,RPL22,0,const_undet
1109,PARK7,0,const_undet
1114,SCAMP3,0,const_undet
1118,SRM,0,const_undet
1127,MAP7D1,0,const_undet
1128,MRPS15,0,const_undet
1130,SDHB,0,const_undet
1132,KDM5B,0,const_undet
1136,GALE,0,const_undet
1141,EBNA1BP2,0,const_undet
1153,PRDX6,0,const_undet
1167,ATF6,0,const_undet
1179,PKD2,0,const_undet
1183,ELL2,0,const_undet
1184,NDUFB3,0,const_undet
1192,PTPA,0,const_undet
1193,RAB14,0,const_undet
1201,SLIRP,0,const_undet
1212,PDZD11,0,const_undet
1216,ETF1,0,const_undet
1218,SERP1,0,const_undet
1222,SORBS3,0,const_undet
1223,ZNF706,0,const_undet
1224,LYPLA1,0,const_undet
1237,MRPS2,0,const_undet
1242,ANXA11,0,const_undet
1263,DDX54,0,const_undet
1266,RNF11,0,const_undet
1268,CCDC91,0,const_undet
1269,PRDX4,0,const_undet
1273,EBPL,0,const_undet
1274,ZC3H13,0,const_undet
1275,NLN,0,const_undet
1277,TSFM,0,const_undet
1278,PFDN5,0,const_undet
1281,LRP1,0,const_undet
1287,LPGAT1,0,const_undet
1298,ATP5F1E,0,const_undet
1307,USP22,0,const_undet
1314,MEA1,0,const_undet
1325,CNOT1,0,const_undet
1328,TM9SF2,0,const_undet
1332,SOX9,0,const_undet
1333,MRPS7,0,const_undet
1336,SLC2A4RG,0,const_undet
1339,MED1,0,const_undet
1341,TRIP10,0,const_undet
1342,SNRPD2,0,const_undet
1343,VASP,0,const_undet
1345,PSMF1,0,const_undet
1346,DTD1,0,const_undet
1351,NCLN,0,const_undet
1359,ROMO1,0,const_undet
1363,KLC1,0,const_undet
1365,RBM42,0,const_undet
1370,RRAS,0,const_undet
1373,BECN1,0,const_undet
1374,TRAP1,0,const_undet
1377,UXT,0,const_undet
1394,SMARCA4,0,const_undet
1395,EMC6,0,const_undet
1397,ECHS1,0,const_undet
1407,EMC4,0,const_undet
1411,MKLN1,0,const_undet
1414,MYO1B,0,const_undet
1416,PSMG2,0,const_undet
1429,MPDU1,0,const_undet
1437,ITFG1,0,const_undet
1446,DDA1,0,const_undet
1447,LSM7,0,const_undet
1448,SNX9,0,const_undet
1452,PXDN,0,const_undet
1456,TUBGCP2,0,const_undet
1460,METTL26,0,const_undet
1463,ATP5IF1,0,const_undet
1471,ATP6V1E1,0,const_undet
1474,CHMP1A,0,const_undet
1479,NR1H2,0,const_undet
1487,VPS25,0,const_undet
1490,NDFIP1,0,const_undet
1493,TRAF7,0,const_undet
1511,WBP2,0,const_undet
1517,NIP7,0,const_undet
1518,VPS4A,0,const_undet
1520,RIN2,0,const_undet
1523,SERINC3,0,const_undet
1525,POMP,0,const_undet
1536,HSPBP1,0,const_undet
1537,CNDP2,0,const_undet
1551,SARAF,0,const_undet
1559,EMC7,0,const_undet
1572,LDHA,0,const_undet
1575,NAV1,0,const_undet
1577,RPS15A,0,const_undet
1578,NARS1,0,const_undet
1581,RTL8C,0,const_undet
1582,PUM1,0,const_undet
1585,PHC2,0,const_undet
1591,TMEM258,0,const_undet
1600,UBQLN1,0,const_undet
1602,CTSL,0,const_undet
1603,GOLM1,0,const_undet
1621,CD164,0,const_undet
1623,CCT7,0,const_undet
1624,GNS,0,const_undet
1634,EIF4E2,0,const_undet
1635,ARMC9,0,const_undet
1637,COX5B,0,const_undet
1638,ISCU,0,const_undet
1642,WASHC4,0,const_undet
1646,ITM2B,0,const_undet
1652,DBNL,0,const_undet
1653,TTYH3,0,const_undet
1654,IREB2,0,const_undet
1660,MRPL47,0,const_undet
1664,EPRS1,0,const_undet
1673,TOR1A,0,const_undet
1676,FPGS,0,const_undet
1684,DCTN3,0,const_undet
1686,CNPY3,0,const_undet
1689,YIPF3,0,const_undet
1690,UQCC2,0,const_undet
1712,RSL24D1,0,const_undet
1714,RABGGTB,0,const_undet
1716,RAB1A,0,const_undet
1720,ATRAID,0,const_undet
1734,METTL5,0,const_undet
1735,SSB,0,const_undet
1739,ABI2,0,const_undet
1740,ITGAV,0,const_undet
1747,GPAT3,0,const_undet
1748,FGF2,0,const_undet
1755,PPA2,0,const_undet
1764,ZCRB1,0,const_undet
1778,ESYT1,0,const_undet
1793,TMX1,0,const_undet
1799,SERF2,0,const_undet
1804,ETFA,0,const_undet
1814,GLYR1,0,const_undet
1816,UQCRC2,0,const_undet
1824,RPS2,0,const_undet
1829,NPEPPS,0,const_undet
1831,G6PC3,0,const_undet
1836,GALNT1,0,const_undet
1844,MIEN1,0,const_undet
1845,TXNL4A,0,const_undet
1847,BRD4,0,const_undet
1850,PFKL,0,const_undet
1851,SH3GL1,0,const_undet
1853,IFITM3,0,const_undet
1854,SOD1,0,const_undet
1857,EMP3,0,const_undet
1859,CARM1,0,const_undet
1866,PGD,0,const_undet
1877,PSMA5,0,const_undet
1881,UCK2,0,const_undet
1882,TMCO1,0,const_undet
1887,MRPL24,0,const_undet
1896,MRPL9,0,const_undet
1899,JTB,0,const_undet
1900,RAB13,0,const_undet
1904,HAX1,0,const_undet
1911,ACP1,0,const_undet
1926,RPS27A,0,const_undet
1932,UBXN4,0,const_undet
1948,ARL6IP5,0,const_undet
1957,PYURF,0,const_undet
1965,NDUFS6,0,const_undet
1978,NHP2,0,const_undet
1980,ZMAT2,0,const_undet
1986,ABRACL,0,const_undet
1990,ZMYM4,0,const_undet
1991,C7orf50,0,const_undet
1993,IGFBP3,0,const_undet
2003,NDUFB11,0,const_undet
2008,PRPS1,0,const_undet
2010,CETN2,0,const_undet
2020,NDUFB9,0,const_undet
2021,AK3,0,const_undet
2027,SIGMAR1,0,const_undet
2033,CIZ1,0,const_undet
2034,SEC16A,0,const_undet
2044,FRA10AC1,0,const_undet
2054,RGS10,0,const_undet
2065,LAMTOR1,0,const_undet
2066,HYOU1,0,const_undet
2070,EI24,0,const_undet
2072,TAGLN,0,const_undet
2075,MRPL49,0,const_undet
2086,SAP18,0,const_undet
2096,SLC7A11,0,const_undet
2120,PABPC3,0,const_undet
2121,CACUL1,0,const_undet
2125,MZT2B,0,const_undet
2126,FAM168B,0,const_undet
2136,CCDC50,0,const_undet
2139,PFKM,0,const_undet
2147,PTPRK,0,const_undet
2152,SCOC,0,const_undet
2153,SMARCA5,0,const_undet
2157,RBMS1,0,const_undet
2160,CMTM7,0,const_undet
2172,THY1,0,const_undet
2190,GTF3C6,0,const_undet
2195,RHOC,0,const_undet
2197,SLC16A1,0,const_undet
2198,LARP1,0,const_undet
2203,VBP1,0,const_undet
2213,ATP5MJ,0,const_undet
2216,RPL30,0,const_undet
2223,NPTN,0,const_undet
2229,SEC13,0,const_undet
2233,NECAP2,0,const_undet
2247,CUL4B,0,const_undet
2252,TMED4,0,const_undet
2268,PSMD4,0,const_undet
2271,EFCAB14,0,const_undet
2272,CTBP1,0,const_undet
2274,ABR,0,const_undet
2277,DFFA,0,const_undet
2279,UBE2J2,0,const_undet
