i,gene_name,model,model_name
2,NIPAL3,1,const_scaling
4,CD99,1,const_scaling
5,LASP1,1,const_scaling
7,RBM5,1,const_scaling
9,AK2,1,const_scaling
11,KDM1A,1,const_scaling
12,RBM6,1,const_scaling
13,RECQL,1,const_scaling
14,NDUFAB1,1,const_scaling
15,CDC27,1,const_scaling
17,SLC25A5,1,const_scaling
18,MCUB,1,const_scaling
21,CREBBP,1,const_scaling
22,KMT2E,1,const_scaling
23,MYCBP2,1,const_scaling
24,ITGA3,1,const_scaling
25,ZFX,1,const_scaling
27,AP2B1,1,const_scaling
28,TNFRSF12A,1,const_scaling
29,RALA,1,const_scaling
30,GGCT,1,const_scaling
32,ADIPOR2,1,const_scaling
34,PAFAH1B1,1,const_scaling
35,PAX6,1,const_scaling
37,PSMB1,1,const_scaling
40,SPAG9,1,const_scaling
44,RPS20,1,const_scaling
45,CSDE1,1,const_scaling
46,UBE3C,1,const_scaling
47,REV3L,1,const_scaling
48,VTA1,1,const_scaling
50,ZNF207,1,const_scaling
51,UQCRC1,1,const_scaling
52,CD9,1,const_scaling
54,FYN,1,const_scaling
58,TTC19,1,const_scaling
59,PTBP1,1,const_scaling
60,PLAUR,1,const_scaling
63,PPP5C,1,const_scaling
65,ELOVL5,1,const_scaling
67,PSMC4,1,const_scaling
70,HEBP1,1,const_scaling
74,MDH1,1,const_scaling
75,SLC30A9,1,const_scaling
76,ZMYND11,1,const_scaling
77,NUDCD3,1,const_scaling
80,AGPS,1,const_scaling
82,ZRANB1,1,const_scaling
83,SAMD4A,1,const_scaling
85,ZDHHC6,1,const_scaling
86,RNH1,1,const_scaling
87,NDUFS1,1,const_scaling
89,DERA,1,const_scaling
91,GCLM,1,const_scaling
94,PHF20,1,const_scaling
95,TOMM34,1,const_scaling
96,SEC63,1,const_scaling
97,VIM,1,const_scaling
99,CD44,1,const_scaling
100,VEZT,1,const_scaling
101,SNX1,1,const_scaling
102,ARNTL2,1,const_scaling
103,BCLAF1,1,const_scaling
104,SLC39A9,1,const_scaling
107,FAM13B,1,const_scaling
111,FUT8,1,const_scaling
112,UBA6,1,const_scaling
113,PIAS1,1,const_scaling
114,SLC4A7,1,const_scaling
115,TMSB10,1,const_scaling
117,VCL,1,const_scaling
119,RFC1,1,const_scaling
121,CUL3,1,const_scaling
125,BOD1L1,1,const_scaling
126,MAT2B,1,const_scaling
129,RIPOR1,1,const_scaling
130,RAI14,1,const_scaling
133,TDP1,1,const_scaling
134,AP2S1,1,const_scaling
135,JADE2,1,const_scaling
136,CTNNA1,1,const_scaling
138,DSG2,1,const_scaling
139,POLR2B,1,const_scaling
140,TPR,1,const_scaling
141,WWC3,1,const_scaling
142,MAP4,1,const_scaling
143,HDAC9,1,const_scaling
144,MRPS10,1,const_scaling
145,RSF1,1,const_scaling
147,R3HDM1,1,const_scaling
149,VAMP3,1,const_scaling
151,ARID1B,1,const_scaling
153,NEDD4L,1,const_scaling
154,HEXB,1,const_scaling
155,DKK3,1,const_scaling
157,BCAR1,1,const_scaling
160,PLEKHA5,1,const_scaling
161,FNIP2,1,const_scaling
164,FOXN3,1,const_scaling
165,AKR7A2,1,const_scaling
167,THRAP3,1,const_scaling
172,NOP58,1,const_scaling
173,SZRD1,1,const_scaling
174,CUL1,1,const_scaling
175,TAB2,1,const_scaling
176,EIF2AK2,1,const_scaling
177,PUM2,1,const_scaling
179,ZFR,1,const_scaling
180,RC3H2,1,const_scaling
182,SOAT1,1,const_scaling
183,GDI2,1,const_scaling
184,PITHD1,1,const_scaling
188,PPP1R12A,1,const_scaling
192,CDK17,1,const_scaling
193,YBX3,1,const_scaling
194,WNK1,1,const_scaling
195,CCAR1,1,const_scaling
196,QSER1,1,const_scaling
198,HDAC7,1,const_scaling
200,MRPS35,1,const_scaling
201,SFSWAP,1,const_scaling
202,GPBP1,1,const_scaling
203,CS,1,const_scaling
204,WAPL,1,const_scaling
207,RPL18,1,const_scaling
208,U2AF2,1,const_scaling
209,EPN1,1,const_scaling
211,RNF4,1,const_scaling
212,LIMCH1,1,const_scaling
214,TNPO3,1,const_scaling
216,SUGP2,1,const_scaling
217,CNN2,1,const_scaling
218,HMG20B,1,const_scaling
220,GNAI3,1,const_scaling
221,IPO5,1,const_scaling
225,DGKA,1,const_scaling
228,SPEN,1,const_scaling
233,TBC1D1,1,const_scaling
234,MTHFD2,1,const_scaling
235,YBX1,1,const_scaling
236,ELAVL1,1,const_scaling
239,ELOVL1,1,const_scaling
240,MYO9A,1,const_scaling
241,SP100,1,const_scaling
243,TRAM1,1,const_scaling
246,PKM,1,const_scaling
247,DNTTIP2,1,const_scaling
249,RHOA,1,const_scaling
250,SYT1,1,const_scaling
252,ROCK1,1,const_scaling
254,MEF2A,1,const_scaling
256,ACSL4,1,const_scaling
257,INPP5A,1,const_scaling
258,LAPTM4A,1,const_scaling
260,KIF2A,1,const_scaling
261,PSME4,1,const_scaling
262,MAST4,1,const_scaling
264,VPS35,1,const_scaling
266,ATP1B3,1,const_scaling
267,MAPK6,1,const_scaling
268,UFD1,1,const_scaling
269,NUCB2,1,const_scaling
270,SLC44A1,1,const_scaling
271,SMG6,1,const_scaling
272,RNF126,1,const_scaling
274,PABPC1,1,const_scaling
275,CFAP20,1,const_scaling
278,CDC42,1,const_scaling
279,OSBPL3,1,const_scaling
281,MAP4K4,1,const_scaling
282,RPL31,1,const_scaling
283,WDR1,1,const_scaling
285,RPS6KA2,1,const_scaling
287,TCF3,1,const_scaling
288,DAZAP1,1,const_scaling
297,PALS1,1,const_scaling
298,MARK2,1,const_scaling
300,ACADVL,1,const_scaling
301,AP1M1,1,const_scaling
303,SDHA,1,const_scaling
305,KDM5A,1,const_scaling
306,FERMT2,1,const_scaling
308,PICALM,1,const_scaling
309,CLASP1,1,const_scaling
312,TSG101,1,const_scaling
313,MGLL,1,const_scaling
315,DPP8,1,const_scaling
317,HACD3,1,const_scaling
318,ENO1,1,const_scaling
319,MYDGF,1,const_scaling
320,SRI,1,const_scaling
321,EIF4G3,1,const_scaling
324,SEMA3C,1,const_scaling
325,ZNF638,1,const_scaling
326,RASAL2,1,const_scaling
327,MARK3,1,const_scaling
328,SLC25A3,1,const_scaling
329,FNDC3B,1,const_scaling
330,FOSL2,1,const_scaling
331,FRYL,1,const_scaling
333,ACTB,1,const_scaling
335,RAB7A,1,const_scaling
336,BCAP29,1,const_scaling
337,SART3,1,const_scaling
340,RBMS2,1,const_scaling
344,ANKRD13A,1,const_scaling
345,NT5C2,1,const_scaling
346,ARHGEF1,1,const_scaling
347,MAP2K7,1,const_scaling
350,TM9SF3,1,const_scaling
353,SNRPA,1,const_scaling
354,DYNC1I2,1,const_scaling
356,CAPZB,1,const_scaling
358,UBE2A,1,const_scaling
359,FGFR1,1,const_scaling
360,UBE2K,1,const_scaling
361,TULP3,1,const_scaling
363,PPP2R5C,1,const_scaling
364,GNB1,1,const_scaling
365,MLLT10,1,const_scaling
366,NRDC,1,const_scaling
367,VDAC3,1,const_scaling
368,PCM1,1,const_scaling
372,SENP1,1,const_scaling
373,CIC,1,const_scaling
374,FDFT1,1,const_scaling
375,PAFAH1B3,1,const_scaling
378,DNM2,1,const_scaling
379,EPB41L2,1,const_scaling
380,RIF1,1,const_scaling
381,RAB21,1,const_scaling
382,SMARCA2,1,const_scaling
383,PUM3,1,const_scaling
384,CLDND1,1,const_scaling
385,MOK,1,const_scaling
387,DLGAP4,1,const_scaling
389,PCNP,1,const_scaling
390,HSPB11,1,const_scaling
392,BZW1,1,const_scaling
393,MRPL22,1,const_scaling
395,GSK3B,1,const_scaling
397,ERC1,1,const_scaling
398,XPO1,1,const_scaling
399,KAT6A,1,const_scaling
400,TNPO1,1,const_scaling
402,OXCT1,1,const_scaling
403,RPS5,1,const_scaling
404,FAT1,1,const_scaling
405,YTHDC1,1,const_scaling
406,CHMP2B,1,const_scaling
410,SSH1,1,const_scaling
411,GSTP1,1,const_scaling
412,APLP2,1,const_scaling
413,WBP11,1,const_scaling
416,RAB10,1,const_scaling
418,CAD,1,const_scaling
419,CD59,1,const_scaling
422,WDFY1,1,const_scaling
423,SLC25A24,1,const_scaling
425,CPNE3,1,const_scaling
426,CTTN,1,const_scaling
427,DNAJA1,1,const_scaling
429,CHMP5,1,const_scaling
431,SEPHS1,1,const_scaling
432,RBM22,1,const_scaling
434,ZFAND6,1,const_scaling
435,HUWE1,1,const_scaling
436,PPP1R15A,1,const_scaling
437,TRIP6,1,const_scaling
439,SRRT,1,const_scaling
440,BAX,1,const_scaling
444,NOP14,1,const_scaling
445,ADD1,1,const_scaling
446,RTRAF,1,const_scaling
447,SF3B2,1,const_scaling
448,KLHL42,1,const_scaling
449,GNAS,1,const_scaling
451,ERGIC2,1,const_scaling
454,KHSRP,1,const_scaling
455,GNA11,1,const_scaling
457,ANKRD10,1,const_scaling
458,NSFL1C,1,const_scaling
460,DYNLL1,1,const_scaling
461,SNX5,1,const_scaling
464,ANAPC5,1,const_scaling
467,RPLP0,1,const_scaling
468,PXN,1,const_scaling
471,FUS,1,const_scaling
472,FXYD5,1,const_scaling
473,GANAB,1,const_scaling
477,LTBP4,1,const_scaling
479,CCNK,1,const_scaling
481,NUDC,1,const_scaling
483,STRN4,1,const_scaling
487,USP48,1,const_scaling
489,AARS1,1,const_scaling
492,TNRC6A,1,const_scaling
493,OSBPL8,1,const_scaling
494,LAMB1,1,const_scaling
497,CMTM6,1,const_scaling
498,ITGA6,1,const_scaling
499,MAP3K20,1,const_scaling
500,FH,1,const_scaling
501,CDV3,1,const_scaling
505,ZFHX4,1,const_scaling
506,CCDC80,1,const_scaling
508,SCFD1,1,const_scaling
510,HECTD1,1,const_scaling
511,HNRNPC,1,const_scaling
514,PHGDH,1,const_scaling
515,EZR,1,const_scaling
516,MYL6,1,const_scaling
518,DPYSL2,1,const_scaling
521,COMT,1,const_scaling
522,ECHDC1,1,const_scaling
523,LRRFIP2,1,const_scaling
525,AAAS,1,const_scaling
527,SUCO,1,const_scaling
530,NUP188,1,const_scaling
531,NANS,1,const_scaling
533,WAC,1,const_scaling
535,SRPK1,1,const_scaling
537,CDC5L,1,const_scaling
538,ITPR3,1,const_scaling
539,HNRNPH3,1,const_scaling
540,ABL1,1,const_scaling
541,ACOT7,1,const_scaling
542,SH3GLB1,1,const_scaling
545,MYO9B,1,const_scaling
546,PSMD8,1,const_scaling
549,HNRNPM,1,const_scaling
551,POLR2E,1,const_scaling
552,GADD45B,1,const_scaling
555,MED15,1,const_scaling
556,DDT,1,const_scaling
557,SF3A1,1,const_scaling
558,SNRPD3,1,const_scaling
560,MAPK1,1,const_scaling
561,SLC25A1,1,const_scaling
562,LGALS1,1,const_scaling
563,TRIOBP,1,const_scaling
565,MICALL1,1,const_scaling
566,DDX17,1,const_scaling
569,JOSD1,1,const_scaling
571,SUN2,1,const_scaling
572,CYB5R3,1,const_scaling
573,LMF2,1,const_scaling
575,HMGXB4,1,const_scaling
579,RBFOX2,1,const_scaling
581,MYH9,1,const_scaling
583,EIF3D,1,const_scaling
585,ST13,1,const_scaling
586,RBX1,1,const_scaling
589,ACO2,1,const_scaling
591,RBM23,1,const_scaling
593,NIN,1,const_scaling
595,CDKN3,1,const_scaling
596,CNIH1,1,const_scaling
597,ATP6V1D,1,const_scaling
598,PSMA3,1,const_scaling
600,KIAA0586,1,const_scaling
602,SNW1,1,const_scaling
604,ERH,1,const_scaling
605,SRSF5,1,const_scaling
606,EIF5,1,const_scaling
608,ZC3H14,1,const_scaling
610,PPP4R3A,1,const_scaling
612,YY1,1,const_scaling
613,ACIN1,1,const_scaling
616,PNN,1,const_scaling
618,PYGB,1,const_scaling
619,ABHD12,1,const_scaling
620,ZMYND8,1,const_scaling
622,STK4,1,const_scaling
626,PSMA7,1,const_scaling
627,DIDO1,1,const_scaling
631,HM13,1,const_scaling
634,NOP56,1,const_scaling
636,MAPRE1,1,const_scaling
642,USP14,1,const_scaling
643,VAPA,1,const_scaling
645,MYL12A,1,const_scaling
647,PGRMC1,1,const_scaling
649,MID1,1,const_scaling
651,STAG2,1,const_scaling
652,PLP2,1,const_scaling
653,PLS3,1,const_scaling
655,EMD,1,const_scaling
656,PGK1,1,const_scaling
657,SMS,1,const_scaling
658,EEA1,1,const_scaling
662,RBM3,1,const_scaling
663,FNDC3A,1,const_scaling
664,STK24,1,const_scaling
665,KPNA3,1,const_scaling
666,KATNAL1,1,const_scaling
669,NUTF2,1,const_scaling
670,ARL2BP,1,const_scaling
671,CTCF,1,const_scaling
672,CYB5B,1,const_scaling
673,PSMD7,1,const_scaling
675,COTL1,1,const_scaling
679,SLC7A5,1,const_scaling
681,UBE2I,1,const_scaling
683,PIEZO1,1,const_scaling
684,GSPT1,1,const_scaling
691,RAB11A,1,const_scaling
693,TMEM87A,1,const_scaling
694,ZNF106,1,const_scaling
695,TJP1,1,const_scaling
697,MYEF2,1,const_scaling
704,ARMC1,1,const_scaling
706,UBR5,1,const_scaling
707,EEF1D,1,const_scaling
714,KCTD9,1,const_scaling
715,BNIP3L,1,const_scaling
717,SNRNP70,1,const_scaling
718,CLPTM1,1,const_scaling
719,PIH1D1,1,const_scaling
720,PLEKHJ1,1,const_scaling
722,SF3A2,1,const_scaling
728,URI1,1,const_scaling
730,RPS16,1,const_scaling
732,FBL,1,const_scaling
733,AKT2,1,const_scaling
734,TBCB,1,const_scaling
740,RPS19,1,const_scaling
742,CDC37,1,const_scaling
744,CYTH2,1,const_scaling
746,TNPO2,1,const_scaling
747,PRPF31,1,const_scaling
752,KXD1,1,const_scaling
754,SIPA1L3,1,const_scaling
756,CDK6,1,const_scaling
757,DNAJC2,1,const_scaling
759,MTPN,1,const_scaling
760,ZC3HAV1,1,const_scaling
763,CAV1,1,const_scaling
764,MET,1,const_scaling
771,CHCHD2,1,const_scaling
772,HSPB1,1,const_scaling
773,PDAP1,1,const_scaling
775,EIF3B,1,const_scaling
776,TAF6,1,const_scaling
777,LSM5,1,const_scaling
778,SERPINE1,1,const_scaling
780,RPA3,1,const_scaling
786,CHCHD3,1,const_scaling
788,COA1,1,const_scaling
790,RHEB,1,const_scaling
791,PRKAG2,1,const_scaling
794,SPIN1,1,const_scaling
795,TMEM245,1,const_scaling
797,TLE4,1,const_scaling
802,RAPGEF1,1,const_scaling
803,UBE2R2,1,const_scaling
806,PDLIM1,1,const_scaling
807,DNMBP,1,const_scaling
809,EIF3A,1,const_scaling
810,DDX50,1,const_scaling
811,MICU1,1,const_scaling
812,PPP3CB,1,const_scaling
813,CCSER2,1,const_scaling
814,BMPR1A,1,const_scaling
819,GBF1,1,const_scaling
820,ARHGAP21,1,const_scaling
822,LARP4B,1,const_scaling
826,DKK1,1,const_scaling
827,GLRX3,1,const_scaling
830,SHOC2,1,const_scaling
831,TFAM,1,const_scaling
832,CCNY,1,const_scaling
833,RPL28,1,const_scaling
835,PPIF,1,const_scaling
839,RPL19,1,const_scaling
840,UBTF,1,const_scaling
844,CBX1,1,const_scaling
845,MED13,1,const_scaling
846,PFN1,1,const_scaling
847,RNF167,1,const_scaling
848,NUP88,1,const_scaling
850,DDX5,1,const_scaling
851,PSMD11,1,const_scaling
854,LRRC59,1,const_scaling
855,LUC7L3,1,const_scaling
857,EFTUD2,1,const_scaling
859,YWHAE,1,const_scaling
860,WSB1,1,const_scaling
863,PMP22,1,const_scaling
866,SLAIN2,1,const_scaling
867,OCIAD1,1,const_scaling
868,DCUN1D4,1,const_scaling
869,UBE2D3,1,const_scaling
872,RPL34,1,const_scaling
874,FRG1,1,const_scaling
875,GALNT7,1,const_scaling
876,DHX15,1,const_scaling
883,CTSC,1,const_scaling
884,MTCH2,1,const_scaling
885,FNBP4,1,const_scaling
886,HSPA8,1,const_scaling
888,PPP6R3,1,const_scaling
889,CPT1A,1,const_scaling
891,PRPF19,1,const_scaling
892,TMEM109,1,const_scaling
893,EIF4G2,1,const_scaling
894,BIRC2,1,const_scaling
895,DDX6,1,const_scaling
896,KIAA1549L,1,const_scaling
898,CD81,1,const_scaling
899,C11orf58,1,const_scaling
900,RPS13,1,const_scaling
902,NUP98,1,const_scaling
905,PRDM4,1,const_scaling
906,CORO1C,1,const_scaling
907,CAPRIN2,1,const_scaling
910,ATP5F1B,1,const_scaling
912,RSRC2,1,const_scaling
914,METAP2,1,const_scaling
916,ELK3,1,const_scaling
918,MAGOHB,1,const_scaling
920,VPS29,1,const_scaling
921,SH2B3,1,const_scaling
922,CDKN1B,1,const_scaling
926,DDX55,1,const_scaling
927,SLC38A1,1,const_scaling
929,STX2,1,const_scaling
930,COPZ1,1,const_scaling
931,CAND1,1,const_scaling
933,NUP107,1,const_scaling
934,CNOT2,1,const_scaling
936,CPSF6,1,const_scaling
937,KRR1,1,const_scaling
938,MRPL51,1,const_scaling
939,GAPDH,1,const_scaling
941,CHD4,1,const_scaling
944,CHPT1,1,const_scaling
945,USP5,1,const_scaling
946,TPI1,1,const_scaling
947,ENO2,1,const_scaling
948,ATN1,1,const_scaling
949,C12orf57,1,const_scaling
952,CMAS,1,const_scaling
953,C2CD5,1,const_scaling
954,RAB35,1,const_scaling
955,SRSF9,1,const_scaling
957,TMEM14C,1,const_scaling
961,PPARD,1,const_scaling
962,STK38,1,const_scaling
963,SRSF3,1,const_scaling
964,SOD2,1,const_scaling
965,MRPL18,1,const_scaling
968,CAP2,1,const_scaling
969,ZNF451,1,const_scaling
970,E2F3,1,const_scaling
971,PTP4A1,1,const_scaling
972,ASCC3,1,const_scaling
977,HBS1L,1,const_scaling
978,PERP,1,const_scaling
981,QKI,1,const_scaling
987,PRPF4B,1,const_scaling
989,SLC29A1,1,const_scaling
991,ERBIN,1,const_scaling
992,MAN2A1,1,const_scaling
993,TENT4A,1,const_scaling
995,BRD8,1,const_scaling
997,NNT,1,const_scaling
998,HSPA9,1,const_scaling
999,MRPS27,1,const_scaling
1004,FAF2,1,const_scaling
1008,SUB1,1,const_scaling
1009,FAM172A,1,const_scaling
1013,NR3C1,1,const_scaling
1016,MACROH2A1,1,const_scaling
1017,TCERG1,1,const_scaling
1018,DPYSL3,1,const_scaling
1019,SMAD5,1,const_scaling
1026,KPNA1,1,const_scaling
1027,UBE3A,1,const_scaling
1032,GNAI2,1,const_scaling
1035,FXR1,1,const_scaling
1036,BBX,1,const_scaling
1037,GBE1,1,const_scaling
1041,SSR3,1,const_scaling
1042,NKTR,1,const_scaling
1043,FOXP1,1,const_scaling
1044,EIF4G1,1,const_scaling
1046,EEF1B2,1,const_scaling
1048,MOB1A,1,const_scaling
1049,TTL,1,const_scaling
1050,NCL,1,const_scaling
1051,ACTR1B,1,const_scaling
1052,ACTR3,1,const_scaling
1054,SF3B6,1,const_scaling
1055,GPD2,1,const_scaling
1059,PSMD14,1,const_scaling
1060,PPM1G,1,const_scaling
1061,RPS15,1,const_scaling
1063,SPTBN1,1,const_scaling
1064,AUP1,1,const_scaling
1067,CCDC88A,1,const_scaling
1068,EVA1A,1,const_scaling
1072,STAT1,1,const_scaling
1074,USP34,1,const_scaling
1075,CCT4,1,const_scaling
1076,EHBP1,1,const_scaling
1077,SF3B1,1,const_scaling
1078,MOB4,1,const_scaling
1080,MLPH,1,const_scaling
1082,STK25,1,const_scaling
1086,PLEKHB2,1,const_scaling
1087,GORASP2,1,const_scaling
1089,RAB3GAP1,1,const_scaling
1091,SRSF7,1,const_scaling
1092,SDC1,1,const_scaling
1094,RND3,1,const_scaling
1095,AAK1,1,const_scaling
1097,NFE2L2,1,const_scaling
1100,FARSB,1,const_scaling
1102,CACYBP,1,const_scaling
1104,MRPL37,1,const_scaling
1107,QSOX1,1,const_scaling
1108,ERRFI1,1,const_scaling
1110,SRSF4,1,const_scaling
1111,RAP1A,1,const_scaling
1112,HDAC1,1,const_scaling
1113,CAPZA1,1,const_scaling
1115,ASH1L,1,const_scaling
1117,ARHGEF2,1,const_scaling
1119,C1orf21,1,const_scaling
1120,IVNS1ABP,1,const_scaling
1121,KIAA2013,1,const_scaling
1122,MFN2,1,const_scaling
1126,SRSF11,1,const_scaling
1129,AKT3,1,const_scaling
1133,UAP1,1,const_scaling
1138,PRPF3,1,const_scaling
1139,APH1A,1,const_scaling
1140,SLC2A1,1,const_scaling
1143,ATP6V0B,1,const_scaling
1144,B4GALT2,1,const_scaling
1147,TMED5,1,const_scaling
1148,DR1,1,const_scaling
1149,CNN3,1,const_scaling
1150,PRRC2C,1,const_scaling
1152,PTBP2,1,const_scaling
1156,ARID1A,1,const_scaling
1159,TXNDC12,1,const_scaling
1160,ESYT2,1,const_scaling
1161,MESD,1,const_scaling
1163,KMT2A,1,const_scaling
1164,RPS25,1,const_scaling
1166,CAMSAP2,1,const_scaling
1168,KLF7,1,const_scaling
1169,FILIP1,1,const_scaling
1171,ADGB,1,const_scaling
1172,RAB32,1,const_scaling
1174,CCN2,1,const_scaling
1175,FBXL5,1,const_scaling
1176,MYL12B,1,const_scaling
1177,FOXO3,1,const_scaling
1178,RPN2,1,const_scaling
1180,CCNI,1,const_scaling
1185,UBE2B,1,const_scaling
1186,ITGB1BP1,1,const_scaling
1188,PTBP3,1,const_scaling
1189,RAD23B,1,const_scaling
1190,CTNNAL1,1,const_scaling
1191,SET,1,const_scaling
1196,PPP6C,1,const_scaling
1197,MAPKAP1,1,const_scaling
1198,KDSR,1,const_scaling
1199,YLPM1,1,const_scaling
1200,NPC2,1,const_scaling
1202,RBM25,1,const_scaling
1203,ATL2,1,const_scaling
1206,SMNDC1,1,const_scaling
1207,GOT1,1,const_scaling
1208,KANSL1,1,const_scaling
1209,MTHFD1L,1,const_scaling
1210,PCMT1,1,const_scaling
1211,TCP1,1,const_scaling
1213,ENY2,1,const_scaling
1214,HSPH1,1,const_scaling
1220,APAF1,1,const_scaling
1228,TENT4B,1,const_scaling
1229,PSPC1,1,const_scaling
1230,NAA50,1,const_scaling
1232,DESI2,1,const_scaling
1233,KHDRBS1,1,const_scaling
1234,PDS5A,1,const_scaling
1235,RPL21,1,const_scaling
1236,GTF3A,1,const_scaling
1238,KIAA1191,1,const_scaling
1239,COPA,1,const_scaling
1240,RBBP6,1,const_scaling
1241,ZC3H7A,1,const_scaling
1243,SHLD2,1,const_scaling
1245,RPL5,1,const_scaling
1247,SEPTIN7,1,const_scaling
1248,CBX3,1,const_scaling
1249,HNRNPA2B1,1,const_scaling
1250,FAM126A,1,const_scaling
1251,INHBA,1,const_scaling
1252,NT5C3A,1,const_scaling
1253,CCZ1B,1,const_scaling
1254,TWIST1,1,const_scaling
1255,CLTA,1,const_scaling
1256,CALD1,1,const_scaling
1258,SRGN,1,const_scaling
1259,CHST3,1,const_scaling
1260,CISD1,1,const_scaling
1261,VPS26A,1,const_scaling
1264,MED13L,1,const_scaling
1267,RASSF8,1,const_scaling
1270,DDX39A,1,const_scaling
1271,TRIR,1,const_scaling
1272,GIPC1,1,const_scaling
1279,SPATS2,1,const_scaling
1285,AMD1,1,const_scaling
1286,MORF4L2,1,const_scaling
1290,AGO2,1,const_scaling
1293,ACSL3,1,const_scaling
1296,NCOA5,1,const_scaling
1297,VAPB,1,const_scaling
1299,SRSF6,1,const_scaling
1302,RAB22A,1,const_scaling
1303,STAU1,1,const_scaling
1305,RNF114,1,const_scaling
1306,NAGK,1,const_scaling
1309,TRERF1,1,const_scaling
1310,RRP36,1,const_scaling
1311,SNRPC,1,const_scaling
1313,KLHDC3,1,const_scaling
1317,GLO1,1,const_scaling
1318,SSR1,1,const_scaling
1319,ATXN1,1,const_scaling
1320,NUP153,1,const_scaling
1323,LRRFIP1,1,const_scaling
1324,AHNAK,1,const_scaling
1326,MT2A,1,const_scaling
1327,GOT2,1,const_scaling
1329,UPF3B,1,const_scaling
1331,FAM193A,1,const_scaling
1337,PPDPF,1,const_scaling
1338,THOC2,1,const_scaling
1340,RPL23,1,const_scaling
1344,CENPB,1,const_scaling
1347,SNRPB,1,const_scaling
1349,DSTN,1,const_scaling
1352,HNRNPR,1,const_scaling
1354,ID1,1,const_scaling
1355,RALY,1,const_scaling
1356,DYNLRB1,1,const_scaling
1357,EIF2S2,1,const_scaling
1358,ERGIC3,1,const_scaling
1360,CEP250,1,const_scaling
1361,PSMB2,1,const_scaling
1364,CAPNS1,1,const_scaling
1366,UBA2,1,const_scaling
1367,COX6B1,1,const_scaling
1371,SCAF1,1,const_scaling
1372,SBDS,1,const_scaling
1375,NSRP1,1,const_scaling
1376,DNAJC8,1,const_scaling
1378,PCNX4,1,const_scaling
1379,KTN1,1,const_scaling
1381,TRMT5,1,const_scaling
1382,NUP214,1,const_scaling
1384,CANX,1,const_scaling
1386,RAP1B,1,const_scaling
1387,FGFRL1,1,const_scaling
1388,PIN1,1,const_scaling
1389,UBR4,1,const_scaling
1393,MACF1,1,const_scaling
1399,SEM1,1,const_scaling
1400,PTPN12,1,const_scaling
1401,PAICS,1,const_scaling
1404,ATF4,1,const_scaling
1410,PODXL,1,const_scaling
1413,CALU,1,const_scaling
1420,ARPP19,1,const_scaling
1422,ANAPC13,1,const_scaling
1423,COPB1,1,const_scaling
1424,PALLD,1,const_scaling
1425,SPCS3,1,const_scaling
1428,KIF1C,1,const_scaling
1430,ILF3,1,const_scaling
1431,SLC44A2,1,const_scaling
1432,AP1M2,1,const_scaling
1433,SNX6,1,const_scaling
1435,DAD1,1,const_scaling
1438,SEC14L1,1,const_scaling
1439,MAP7D3,1,const_scaling
1440,SH3BP4,1,const_scaling
1441,PRKCSH,1,const_scaling
1443,TOMM40,1,const_scaling
1444,XPO7,1,const_scaling
1450,ACTN4,1,const_scaling
1453,LSM4,1,const_scaling
1454,JUND,1,const_scaling
1455,ATXN10,1,const_scaling
1457,NaN,1,const_scaling
1458,UBE2M,1,const_scaling
1459,TRIM28,1,const_scaling
1461,EIF2S3,1,const_scaling
1462,ZC3H4,1,const_scaling
1464,CLIP1,1,const_scaling
1467,DKC1,1,const_scaling
1468,UBA1,1,const_scaling
1469,AKAP12,1,const_scaling
1470,RBM39,1,const_scaling
1472,COX4I1,1,const_scaling
1473,EMC8,1,const_scaling
1476,CAP1,1,const_scaling
1477,PPT1,1,const_scaling
1478,TBC1D5,1,const_scaling
1482,TUBG1,1,const_scaling
1483,PSME3,1,const_scaling
1484,RPL27,1,const_scaling
1486,ACLY,1,const_scaling
1491,UBE2D2,1,const_scaling
1492,EXOC4,1,const_scaling
1494,MAP1B,1,const_scaling
1497,CHSY1,1,const_scaling
1498,DNAJB1,1,const_scaling
1500,RAF1,1,const_scaling
1502,PTCD3,1,const_scaling
1503,IMMT,1,const_scaling
1504,RAN,1,const_scaling
1506,UBE2G1,1,const_scaling
1507,PNISR,1,const_scaling
1510,ANKRD17,1,const_scaling
1512,H3-3B,1,const_scaling
1514,EIF5A,1,const_scaling
1515,GPS2,1,const_scaling
1516,VPS13B,1,const_scaling
1521,DAP3,1,const_scaling
1524,AP3B1,1,const_scaling
1527,MPRIP,1,const_scaling
1528,SPART,1,const_scaling
1529,TPT1,1,const_scaling
1530,STARD13,1,const_scaling
1533,FAM104A,1,const_scaling
1534,SRRM1,1,const_scaling
1538,RTN3,1,const_scaling
1539,CEP20,1,const_scaling
1540,MKRN1,1,const_scaling
1541,BTG1,1,const_scaling
1542,ATP13A3,1,const_scaling
1543,KRAS,1,const_scaling
1545,CCDC59,1,const_scaling
1547,SBF2,1,const_scaling
1552,NUMB,1,const_scaling
1553,EIF2S1,1,const_scaling
1555,MBD2,1,const_scaling
1557,ARL8B,1,const_scaling
1560,PRPF38B,1,const_scaling
1561,SORT1,1,const_scaling
1563,NOTCH2,1,const_scaling
1565,SPIRE1,1,const_scaling
1566,PPHLN1,1,const_scaling
1568,SLC38A2,1,const_scaling
1569,YWHAQ,1,const_scaling
1570,ROCK2,1,const_scaling
1579,RBM17,1,const_scaling
1580,EMP1,1,const_scaling
